"Event_id","Event_date","Event_group","involvement","IsProtest","preannounced","public_invitation","disruption","violence","symbolic","arrests","location_target","Event_name","headcount","action_freetext","location_freetext","Event_day","Event_prob_protest","issue"
"OccupyLondon.2011-11-05.E1","2011-11-05","OccupyLondon","Organised","Protest","On day, before event","No","No","No","No","No","Public space","solidarity with Jarrow marchers","","march","Trafalgar Square, Birdcage Walk","Sat",0.999971279129044,"pov"
"OccupyMCR.2011-11-05.E1","2011-11-05","OccupyMCR","Organised","Protest","Before event day","Yes","Yes","No","Yes","No","Unknown","Reoccupyation","","occupation","Wetherspoons next to peace gardens","Sat",0.999864431330487,"pov"
"climatecamp.2011-11-06.E1","2011-11-06","climatecamp","Organised","Protest","Before event day","Yes","No","No","No","No","Embassy","No tar sands","","action","US embassy","Sun",0.91396395129657,"env"
"OccupyLondon.2011-11-09.E1","2011-11-09","OccupyLondon","Participated","Protest","Before event day","Yes","No","No","Yes","No","Public space","Student demo","","demonstration, teach out","Russell Square","Wed",0.999892737457189,"pov"
"OccupyLondon.2011-11-12.E1","2011-11-12","OccupyLondon","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Solidarity with Egyptian Revolution","","protest","","Sat",0.999976364028727,"pov"
"OccupyLondon.2011-11-15.E1","2011-11-15","OccupyLondon","Organised","Protest","After event","No","Yes","No","No","Yes","Other","solidarity Occupy wall street, oppose arrests in UK","","occupation, direct action","Paternoster Square, US embassy, Bishopsgate police station","Tue",0.995929316437847,"pov"
"transheathrow.2011-11-17.E1","2011-11-17","transheathrow","Organised","Protest","Before event day","Yes","No","No","No","No","Court","Defend Grow Heathrow, court solidarity","","sound system, banner, placards","Uxbridge county court","Thu",0.988322243336948,"env"
"Ukuncut.2011-11-19.E1","2011-11-19","Ukuncut","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Don't turn back time, women's rights","","march","Temple","Sat",0.997055986076439,"pov"
"NASUWT.2011-11-22.E1","2011-11-22","NASUWT","Organised","Strike","Before event day","No","No","No","No","No","Other","oppose academies","","strike action","Shorefields Technology College, Liverpool","Tue",0.984534712434123,"pov"
"Ukuncut.2011-11-22.E1","2011-11-22","Ukuncut","Organised","Protest","Before event day","Yes","No","No","Yes","No","Public space","oppose fuel poverty","","die in","Parliament Square","Tue",0.973477070494791,"pov"
"OccupyLondon.2011-11-26.E1","2011-11-26","OccupyLondon","Organised","Protest","On day, before event","Yes","No","No","No","No","Embassy","Solidarity with Egyptian Revolution","","march","Egyptian embassy","Sat",0.99771879422182,"pov"
"campaigncc.2011-11-28.E1","2011-11-28","campaigncc","Organised","Protest","On day, before event","No","No","No","No","No","Unknown","against Koch brothers","","demonstration","","Mon",0.827824413776398,"env"
"GreenpeaceUK.2011-11-28.E1","2011-11-28","GreenpeaceUK","Organised","Protest","After event","No","Yes","No","Yes","No","Political site","Oppose tar sands","<15","blockade, rebrand DfT department for Tar Sands, park car in front of entrance","DfT","Mon",0.777857283766078,"env"
"GreenpeaceUK.2011-11-29.E1","2011-11-29","GreenpeaceUK","Organised","Protest","After event","No","No","No","Yes","No","Unknown","Save the Amazon","","samba band, protest","","Tue",0.870658278,"env"
"public sector strikes.2011-11-30.E1","2011-11-30","EISUnion, NASUWT, OccupyLondon, pcs_union, the_TUC, theRCN, Ukuncut, unisontheunion, unitetheunion","Organised, Organised, Participated, Organised, Organised, Organised, Participated, Organised, Organised","Both","Before event day","Yes","No","No","No","No","Public space","N30 strike","","strike, demonstration","","Wed",1,"pov"
"EquityUK.2011-12-01.E1","2011-12-01","EquityUK","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","oppose Westminster parking charges","","protest","Palace theatre, Charing Cross Road","Thu",0.999643745074169,"pov"
"NASUWT.2011-12-01.E1","2011-12-01","NASUWT","Organised","Strike","Before event day","No","No","No","No","No","Other","educational standards","","action short of strike","","Thu",0.998253502147667,"pov"
"campaigncc.2011-12-02.E1","2011-12-02","campaigncc","Organised","Protest","Before event day","Yes","No","No","Yes","No","Public space","Symbolic Climate Refugee Camp / Vigil","","vigil","Thames foreshore","Fri",0.66146338172199,"env"
"campaigncc.2011-12-03.E1","2011-12-03","campaigncc","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Stand Up for Climate Justice march","","march","London","Sat",0.995011779333985,"env"
"TheCCoalition.2011-12-03.E1","2011-12-03","TheCCoalition","Organised","Protest","Before event day","Yes","No","No","Yes","No","Public space","Africa connect","","demonstration, drummers & dancers","Sheffield Town Hall","Sat",0.984863315352638,"env"
"campaigncc.2011-12-09.E1","2011-12-09","campaigncc","Organised","Protest","On day, before event","Yes","No","No","No","No","Embassy","oppose Big Oil-dominated US blocking climate progress","","protest","US embassy","Fri",0.98326154402001,"env"
"unitetheunion.2011-12-09.E1","2011-12-09","unitetheunion","Organised","Strike","On day, before event","No","No","No","No","No","Other","Unilever strike, defend pensions","","strike","","Fri",0.986499669268221,"pov"
"pcs_union.2011-12-12.E1","2011-12-12","pcs_union","Organised","Strike","Before event day","No","No","No","No","No","Other","HMRC strike, privatisation, conditions","","strike, walk out","","Mon",0.991328565703349,"pov"
"OccupyLondon.2011-12-15.E1","2011-12-15","OccupyLondon","Organised","Protest","Before event day","Yes","Yes","No","No","No","Other","occupy everywhere","","occupation, march","London, disused buildings","Thu",0.999961103265319,"pov"
"Ukuncut.2011-12-17.E1","2011-12-17","Ukuncut","Organised","Protest","Before event day","Yes","Yes","No","No","Yes","Company site","oppose tax dodging","","shut down","Topshop, hughstreet, Vodafone","Sat",0.999999999822731,"pov"
"OccupyLondon.2011-12-18.E1","2011-12-18","OccupyLondon","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Peace walk","","walk","Parliament Square, St Pauls","Sun",0.998719458859406,"pov"
"OccupyLondon.2011-12-21.E1","2011-12-21","OccupyLondon","Organised","Protest","Before event day","Yes","No","No","Yes","No","Public space","anti banks","","mass sing up","St Pauls","Wed",0.998281367824251,"pov"
"OccupyLondon.2012-01-06.E1","2012-01-06","OccupyLondon","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Occupy Nigeria","","rally","Charing Cross station","Fri",0.999781330961027,"pov"
"ClimateRush.2012-01-09.E1","2012-01-09","ClimateRush","Participated","Protest","On day, before event","No","No","No","No","No","Public space","Bikes Alive protest","","protest","Kings Cross","Mon",0.899973892497459,"env"
"unitetheunion.2012-01-13.E1","2012-01-13","unitetheunion","Organised","Protest","Before event day","Yes","No","No","No","No","Company site","Back sacked housing and repair service workers","","rally","Liverpool Mutual Homes","Fri",1,"pov"
"liberatetate.2012-01-14.E1","2012-01-14","liberatetate","Organised","Protest","Before event day","Yes","No","No","Yes","No","Company site","Corporate Occupation of the Arts","","performance, Arctic ice carried from stock exchange to tate","LSX, Tate","Sat",0.987752134686387,"env"
"pcs_union.2012-01-16.E1","2012-01-16","pcs_union","Organised","Strike","On day, before event","No","No","No","No","No","Other","HMRC, privatisation","","walk out, strike","","Mon",0.975861680649138,"pov"
"Dis_PPL_Protest.2012-01-17.E1","2012-01-17","Dis_PPL_Protest","Organised","Protest","Before event day","No","No","No","Yes","No","Political site","oppose welfare reform bill","","vigil, lobby, protest","Parliament","Tue",0.999989079669104,"pov"
"pcs_union.2012-01-19.E1","2012-01-19","pcs_union","Organised","Both","Before event day","No","No","No","No","No","Entertainment/cultural","anti-cuts","","strike, demonstration","National Gallery","Thu",0.999726669193363,"pov"
"Dis_PPL_Protest.2012-01-20.E1","2012-01-20","Dis_PPL_Protest","Organised","Protest","Before event day","No","No","No","No","No","Public space","against cuts to disability benefits","","protest","Leamington Spa","Fri",0.994941769998008,"pov"
"pcs_union.2012-01-23.E1","2012-01-23","pcs_union","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","oppose DVLA job cuts","","demonstration","Sheffield","Mon",0.996827164278503,"pov"
"unitetheunion.2012-01-24.E1","2012-01-24","unitetheunion","Organised","Both","On day, before event","No","No","No","No","No","Other","ABP Immingham Docks strike and rally","","rally, strike","ABP Immingham Docks","Tue",0.995244433818978,"pov"
"UKuncut and DPAC.2012-01-28.E1","2012-01-28","Dis_PPL_Protest, Ukuncut","Organised, Organised","Protest","Before event day","Yes","Yes","No","No","No","Public space","Invisible Invincible action","","disruptive action, protest","Oxford Circus, Holborn","Sat",1,"pov"
"Dis_PPL_Protest.2012-02-01.E1","2012-02-01","Dis_PPL_Protest","Organised","Protest","On day, before event","Yes","No","No","Yes","No","Public space","oppose Welfare bill, Stop Welfare Reform","","vigil, protest","outside Parliament","Wed",0.999478032925369,"pov"
"Dis_PPL_Protest.2012-02-03.E1","2012-02-03","Dis_PPL_Protest","Organised","Protest","On day, before event","No","No","No","No","No","Company site","oppose ATOS","","protest","Triton Square, ATOS building","Fri",0.910496450594152,"pov"
"OccupyLondon.2012-02-03.E1","2012-02-03","OccupyLondon","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Oppose bankers bonuses","","protest","St Paul's","Fri",0.882569067696565,"pov"
"unitetheunion.2012-02-08.E1","2012-02-08","unitetheunion","Organised","Protest","Before event day","No","No","No","No","No","Unknown","university staff oppose lousy pay offer","","demonstration","","Wed",0.989264405557355,"pov"
"moveyourmoneyuk.2012-02-10.E1","2012-02-10","moveyourmoneyuk","Organised","Protest","Before event day","Yes","No","No","Yes","No","Company site","oppose banker bonuses at Barclays","40","protest, queue outside","Barclays, Holborn","Fri",0.999470243866224,"pov"
"ClimateRush.2012-02-14.E1","2012-02-14","ClimateRush","Organised","Protest","Before event day","No","No","No","No","No","Company site","Dump Shell","","protest, picnic","Waitrose","Tue",0.814088774126925,"env"
"GreenpeaceUK.2012-02-21.E1","2012-02-21","GreenpeaceUK","Organised","Protest","After event","No","Yes","No","No","Yes","Company site","Save the Arctic","","climb on roof","National Gallery","Tue",0.878043074008324,"env"
"Ukuncut.2012-02-21.E1","2012-02-21","Ukuncut","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","oppose £50 million in budget cuts","","","Weston Super Mare town hall","Tue",0.960894648097068,"pov"
"unitetheunion.2012-02-22.E1","2012-02-22","unitetheunion","Organised","Protest","Before event day","No","No","No","No","No","Unknown","oppose EHRC cuts to job and services","","protest","","Wed",0.997405841202674,"pov"
"ClimateRush.2012-02-23.E1","2012-02-23","ClimateRush","Organised","Protest","After event","No","No","No","Yes","No","Company site","Dump Shell","","activist covered their self in oil","Waitroise","Thu",0.999981995430185,"env"
"moveyourmoneyuk.2012-02-23.E1","2012-02-23","moveyourmoneyuk","Organised","Protest","Before event day","Yes","No","No","Yes","No","Company site","Better bailout, oppose banker bonuses","","collective action","RBS near Holborn","Thu",0.994466697426097,"pov"
"Ukuncut.2012-02-27.E1","2012-02-27","Ukuncut","Organised","Protest","After event","No","Yes","No","No","Yes","Public space","Oppose NHS bill","","road block","outside Parliament","Mon",0.999613767545964,"pov"
"Ukuncut.2012-02-28.E1","2012-02-28","Ukuncut","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","oppose Harringey Council job losses and cuts","","demonstration","","Tue",0.9990644258123,"pov"
"SaveOurNHS.2012-03-03.E1","2012-03-03","SaveTheNHS, unisontheunion","Organised, Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Save our NHS, drop the bill","","rally","Southampton, Norwich, Manchester","Sat",0.999999998707695,"pov"
"Dis_PPL_Protest.2012-03-03.E1","2012-03-03","Dis_PPL_Protest","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Boycott Workfare Day of Action","","picket, protest","Brighton, Bristol, Cardiff, Edinburgh, Leeds, Glasgow, Lincoln, Liverpool, London, Newcastle, Oxford, Sheffield, Tonbridge Wells","Sat",0.999166803600228,"pov"
"ClimateRush.2012-03-06.E1","2012-03-06","ClimateRush","Participated","Protest","Before event day","Yes","Yes","No","Yes","No","Company site","Dump Shell","","sit in, occupy oil aisle","Waitroise","Tue",0.995671259981274,"env"
"SaveourNHS.2012-03-07.E1","2012-03-07","MidwivesRCM, SaveTheNHS, unisontheunion, unitetheunion","Participated, Organised, Organised, Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Save our NHS, scrap the bill","","rally, mass action","London","Wed",1,"pov"
"unisontheunion.2012-03-08.E1","2012-03-08","unisontheunion","Organised","Protest","Before event day","Yes","No","No","No","No","Other","demand living wage at South Bank University","","rally, day of action","South Bank University","Thu",0.998456733026567,"pov"
"unisontheunion.2012-03-13.E1","2012-03-13","unisontheunion","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Speak up for libraries","","rally, lobby","Westminster","Tue",0.99094778102454,"pov"
"ClimateRush.2012-03-14.E1","2012-03-14","ClimateRush","Organised","Protest","Before event day","Yes","No","No","Yes","No","Political site","Oppose air pollution and cyclist deaths","","die in","City Hall, London","Wed",0.906519385389827,"env"
"nusuk.2012-03-14.E1","2012-03-14","nusuk","Organised","Both","Before event day","No","No","No","No","No","Public space","Come clean, oppose gov higher education plans","","walk out, boycott lectures","Malet street","Wed",0.999959598740277,"pov"
